row_index,split,id_student
222,development,760729
223,development,905042
224,development,949618
225,development,958987
226,final_holdout,968578
227,development,969076
228,development,971027
229,development,978739
230,development,1035023
231,development,1105478
232,development,1352868
233,development,1401935
234,development,1402638
235,development,1414443
236,development,1465690
237,development,1472925
238,development,1488959
239,development,1518989
240,development,1618738
241,development,1620151
242,development,1626710
243,development,1640609
244,final_holdout,1686521
245,development,1729319
246,development,1746134
247,development,1758449
248,development,1765788
249,development,1801229
250,development,1801641
251,development,1847830
252,final_holdout,1860318
253,final_holdout,1889511
254,development,1889577
255,development,1894188
256,development,1938355
257,final_holdout,1942396
258,development,1970390
259,final_holdout,1976139
260,development,2011876
261,development,2012966
262,development,2051699
263,final_holdout,2062879
264,development,2065691
265,development,2073016
266,development,2080474
267,final_holdout,2083877
268,development,2084066
269,final_holdout,2104505
270,development,2122180
271,development,2139353
272,final_holdout,2143752
273,final_holdout,2146792
274,final_holdout,2153153
275,development,2155014
276,development,2164705
277,development,2171627
278,development,2182846
279,final_holdout,2194100
280,development,2197016
281,development,2208424
282,development,2229865
283,final_holdout,2255601
284,development,2268379
285,development,2278464
286,development,2293923
287,development,2312620
288,final_holdout,2329342
289,development,2339528
290,development,2342426
291,development,2344901
292,development,2358056
293,development,2358969
294,final_holdout,2364471
295,development,2367155
296,development,2369266
297,final_holdout,2376496
298,development,2391984
299,development,2411661
300,development,2411778
301,final_holdout,2412002
302,development,2412967
303,development,2429854
304,development,2437837
305,final_holdout,2449878
306,development,2456480
307,development,2457256
308,development,2458355
309,development,2460080
310,development,2461190
311,final_holdout,2469673
312,development,2470694
313,development,2479954
314,development,2481901
315,development,2482700
316,final_holdout,2486127
317,final_holdout,2498700
318,development,2516503
319,development,2518069
320,development,2521459
321,development,2523736
322,development,2529279
323,development,2532302
324,development,2536991
325,development,2550279
326,development,2551220
327,development,2552472
328,development,2555340
329,development,2557283
330,development,2559575
331,development,2562034
332,final_holdout,2566163
333,development,2566592
334,development,2569324
335,final_holdout,2574528
336,development,2574583
337,final_holdout,2576122
338,final_holdout,2578995
339,development,2586560
340,development,2594139
341,development,2598871
342,development,2599352
343,development,2600688
344,development,2606098
345,development,2613116
346,development,2617002
347,development,2620584
348,development,2639449
349,development,2639540
350,development,2639641
351,development,2641155
352,final_holdout,2643002
353,development,2645733
354,development,2649826
355,development,2650282
356,development,2664024
357,final_holdout,2666246
358,development,2669816
359,final_holdout,2671132
360,development,2676809
361,development,2678643
362,development,2685865
363,development,2688067
364,final_holdout,2689958
365,development,2691206
366,development,2691244
367,final_holdout,2694424
368,development,2698257
369,final_holdout,6516
370,development,24734
371,development,26192
372,development,28061
373,development,31600
374,final_holdout,46844
375,development,52765
376,development,55104
377,development,58071
378,development,58316
379,final_holdout,62487
380,final_holdout,63165
381,development,65002
382,development,70011
383,development,75255
384,development,79403
385,development,85092
386,development,85144
387,development,85302
388,development,87431
389,development,94961
390,development,95755
391,development,101116
392,development,107489
393,development,108872
394,development,109155
395,development,111512
396,development,117818
397,final_holdout,119902
398,development,121349
399,development,124064
400,development,125018
401,development,129955
402,development,130034
403,final_holdout,130547
404,development,130636
405,development,131390
406,development,133816
407,development,133922
408,development,135400
409,development,135471
410,development,139033
411,development,141377
412,development,141506
413,development,146503
414,final_holdout,147756
415,development,148993
416,development,149741
417,development,149962
418,development,151587
419,development,152668
420,development,155984
421,development,158707
422,development,159954
423,final_holdout,164944
424,development,165226
425,development,167961
426,development,174024
427,development,174094
428,development,174745
429,development,175447
430,development,175772
431,development,183057
432,final_holdout,185350
433,development,188278
434,final_holdout,199636
435,final_holdout,199897
436,development,200804
437,development,205494
438,development,228021
439,final_holdout,228383
440,development,232307
441,final_holdout,235068
442,development,235507
443,development,236875
444,development,237274
445,development,243510
446,development,244246
447,development,248581
448,final_holdout,252073
449,development,254625
450,development,258587
451,final_holdout,260623
452,final_holdout,263251
453,development,263543
454,development,263952
455,development,266524
456,final_holdout,268733
457,development,273346
458,development,274947
459,development,275674
460,development,275792
461,development,277123
462,development,277880
463,development,281077
464,development,281636
465,development,285315
466,development,287040
467,development,287204
468,development,287210
469,development,288994
470,development,289449
471,development,290164
472,development,292525
473,final_holdout,292775
474,development,293824
475,development,294496
476,development,294655
477,development,295060
478,development,295075
479,development,296424
480,final_holdout,298034
481,final_holdout,298838
482,final_holdout,301967
483,development,302476
484,development,303521
485,final_holdout,303985
486,development,304465
487,development,306646
488,development,309142
489,development,310412
490,development,311235
491,development,311659
492,development,313937
493,final_holdout,315076
494,development,315744
495,development,323370
496,final_holdout,328024
497,development,329659
498,development,330594
499,development,331358
500,final_holdout,332884
501,development,334441
502,final_holdout,335247
503,final_holdout,335764
504,development,337748
505,final_holdout,338407
506,final_holdout,341876
507,development,342007
508,development,345440
509,final_holdout,345519
510,development,346118
511,development,348275
512,final_holdout,348807
513,final_holdout,350156
514,development,350939
515,development,351336
516,development,353665
517,final_holdout,354170
518,development,356170
519,development,358182
520,development,364957
521,final_holdout,369834
522,final_holdout,371710
523,development,373872
524,final_holdout,375260
525,development,375646
526,development,377546
527,final_holdout,381642
528,development,382095
529,development,383180
530,development,383600
531,development,383723
532,development,384203
533,development,384725
534,development,387533
535,development,388147
536,development,390890
537,development,391249
538,development,396599
539,development,396655
540,development,398171
541,final_holdout,398349
542,development,400147
543,development,400682
544,development,401404
545,development,402204
546,development,402727
547,development,402961
548,development,404356
549,development,406671
550,development,406682
551,development,409100
552,final_holdout,409703
553,final_holdout,410092
554,development,411971
555,development,415969
556,development,418731
557,development,421455
558,development,424577
559,development,429858
560,final_holdout,431025
561,final_holdout,439305
562,development,440319
563,development,442064
564,development,442132
565,development,446108
566,development,447481
567,final_holdout,468120
568,development,468694
569,final_holdout,470588
570,development,470982
571,development,476603
572,final_holdout,481022
573,development,483800
574,development,484897
575,development,485962
576,development,488990
577,final_holdout,500113
578,development,503889
579,development,518808
580,development,522482
581,development,527100
582,development,527801
583,development,533068
584,development,537081
585,final_holdout,544253
586,development,548120
587,development,561467
588,development,569505
589,development,570317
590,development,574505
591,development,588477
592,development,593846
593,development,593987
594,final_holdout,596288
595,final_holdout,603834
596,development,603861
597,final_holdout,623840
598,development,626240
599,development,628088
600,final_holdout,630142
601,development,637665
602,development,639053
603,development,642878
604,development,648130
605,development,676546
606,final_holdout,677186
607,development,677281
608,final_holdout,684180
609,final_holdout,687698
610,development,696073
611,development,696578
612,development,721259
613,development,852847
614,development,998493
615,development,1045203
616,development,1112555
617,development,1183831
618,development,1268696
619,development,1336190
620,development,1352868
621,development,1398979
622,development,1456619
623,final_holdout,1471214
624,development,1472925
625,development,1484804
626,development,1511033
627,development,1576513
628,development,1609002
629,development,1629771
630,development,1676594
631,development,1686551
632,development,1689639
633,development,1715896
634,development,1721270
635,development,1757766
636,development,1773377
637,development,1799111
638,development,1818673
639,development,1839386
640,development,1926668
641,development,1947156
642,development,1967783
643,development,1970390
644,development,1975209
645,development,2010232
646,final_holdout,2045084
647,development,2057803
648,development,2073016
649,development,2085209
650,development,2086400
651,development,2139353
652,development,2148681
653,development,2158048
654,development,2165164
655,development,2168833
656,development,2207874
657,development,2240349
658,development,2244332
659,final_holdout,2273119
660,development,2277857
661,final_holdout,2297896
662,development,2318055
663,development,2330254
664,development,2355470
665,development,2358969
666,development,2363863
667,final_holdout,2369415
668,development,2375975
669,development,2397661
670,development,2398313
671,development,2404408
672,development,2425993
673,development,2429854
674,development,2432796
675,development,2434159
676,development,2436812
677,development,2467267
678,development,2470694
679,development,2473538
680,development,2474849
681,development,2494700
682,development,2500258
683,development,2507842
684,final_holdout,2509639
685,development,2514368
686,development,2514898
687,development,2521865
688,development,2522927
689,development,2540168
690,development,2546445
691,development,2551797
692,final_holdout,2551932
693,development,2569324
694,development,2574990
695,final_holdout,2576122
696,development,2578676
697,development,2581477
698,development,2584873
699,final_holdout,2595841
700,development,2596621
701,development,2601889
702,final_holdout,2602338
703,development,2606802
704,development,2624961
705,development,2633226
706,development,2642616
707,development,2642935
708,development,2648611
709,development,2649800
710,development,2654628
711,final_holdout,2677624
712,development,2680312
713,development,2688166
714,development,2690062
715,development,2692514
716,final_holdout,2694788
717,development,23629
718,final_holdout,25107
719,final_holdout,27891
720,development,29144
721,development,31663
722,development,33666
723,development,34229
724,final_holdout,34353
725,development,34756
726,development,34863
727,development,35812
728,development,39655
729,development,50993
730,development,52899
731,development,58089
732,development,62631
733,final_holdout,70608
734,development,71433
735,final_holdout,74695
736,development,74734
737,development,75399
738,development,78645
739,development,79378
740,development,82535
741,development,82741
742,development,83254
743,development,84245
744,development,84664
745,development,86291
746,development,87732
747,final_holdout,91322
748,development,92274
749,development,92832
750,final_holdout,92947
751,final_holdout,92993
752,development,94616
753,development,96291
754,development,97154
755,final_holdout,98313
756,final_holdout,104054
757,development,108377
758,development,108589
759,development,109938
760,development,110881
761,development,116603
762,development,117071
763,development,120994
764,development,122524
765,development,123860
766,final_holdout,126322
767,development,126411
768,development,133155
769,final_holdout,133531
770,development,133748
771,final_holdout,141823
772,final_holdout,142324
773,final_holdout,143741
774,development,145544
775,final_holdout,147876
776,development,151697
777,development,152153
778,final_holdout,152910
779,development,152929
780,final_holdout,153212
781,development,153704
782,development,154027
783,development,154125
784,development,154540
785,development,156835
786,development,161678
787,development,165243
788,development,169515
789,development,170356
790,final_holdout,171377
791,final_holdout,173316
792,development,173335
793,development,179605
794,development,182824
795,development,183806
796,development,185240
797,development,185349
798,final_holdout,186670
799,development,186780
800,final_holdout,186988
801,development,187793
802,final_holdout,188152
803,development,192424
804,development,193822
805,development,197595
806,development,198956
807,development,199520
808,development,200905
809,development,203108
810,development,203481
811,development,203652
812,development,204746
813,final_holdout,205231
814,development,226374
815,development,226827
816,development,229240
817,final_holdout,229426
818,development,232695
819,development,235097
820,final_holdout,237304
821,final_holdout,237913
822,development,242149
823,final_holdout,245404
824,development,247267
825,development,248103
826,development,249534
827,development,251351
828,final_holdout,252340
829,development,253250
830,development,255347
831,final_holdout,255998
832,development,262294
833,development,262454
834,development,262741
835,development,263499
836,development,265958
837,development,267761
838,development,267853
839,final_holdout,269076
840,development,270399
841,development,270567
842,development,271036
843,development,272580
844,development,273731
845,development,273877
846,development,276717
847,development,277733
848,development,278447
849,final_holdout,280962
850,development,281564
851,development,284076
852,development,285633
853,final_holdout,285912
854,development,288380
855,development,288990
856,development,290550
857,development,291037
858,development,291194
859,final_holdout,294381
860,development,294961
861,final_holdout,294999
862,development,295754
863,final_holdout,297484
864,development,298322
865,final_holdout,298476
866,development,299561
867,development,305945
868,development,306886
869,development,309175
870,development,309709
871,final_holdout,309734
872,development,311042
873,development,312141
874,development,313810
875,development,315186
876,development,316841
877,development,318056
878,development,318101
879,final_holdout,319209
880,development,322745
881,development,322960
882,development,323914
883,development,324236
884,final_holdout,325511
885,development,325879
886,development,326012
887,development,329226
888,development,329321
889,final_holdout,329800
890,development,331354
891,development,331844
892,development,333129
893,development,333837
894,development,334291
895,final_holdout,334794
896,development,335421
897,development,335600
898,development,335910
899,development,336165
900,development,338056
901,final_holdout,338861
902,development,339379
903,development,339526
904,development,339946
905,final_holdout,340831
906,development,341040
907,final_holdout,341229
908,development,341509
909,final_holdout,349040
910,final_holdout,349424
911,development,350622
912,development,350795
913,final_holdout,351271
914,development,351290
915,development,351543
916,development,352161
917,development,352364
918,development,353093
919,development,353352
920,development,354058
921,final_holdout,354815
922,development,354895
923,development,355369
924,development,355998
925,final_holdout,357030
926,development,357038
927,final_holdout,357928
928,development,360188
929,development,360489
930,development,360877
931,development,361603
932,final_holdout,362760
933,development,362877
934,development,363401
935,development,363416
936,development,363660
937,final_holdout,365439
938,development,365452
939,development,365488
940,development,365707
941,development,366821
942,final_holdout,367304
943,development,367348
944,development,367609
945,development,368439
946,development,370302
947,development,370720
948,development,371679
949,development,374102
950,final_holdout,374234
951,development,376617
952,final_holdout,377759
953,development,377846
954,development,377905
955,development,378462
956,development,378543
957,development,378721
958,development,379402
959,development,380151
960,final_holdout,381640
961,development,381722
962,development,384678
963,development,384909
964,development,385034
965,final_holdout,386348
966,development,386957
967,development,387702
968,final_holdout,388205
969,development,388360
970,development,388410
971,development,388484
972,development,389369
973,development,390220
974,final_holdout,390442
975,development,390461
976,final_holdout,392213
977,development,392281
978,development,392428
979,final_holdout,392614
980,development,394956
981,development,395229
982,development,397118
983,development,398084
984,final_holdout,398965
985,development,399792
986,final_holdout,400049
987,final_holdout,400469
988,development,400474
989,final_holdout,400894
990,final_holdout,401339
991,final_holdout,401349
992,development,403093
993,final_holdout,404022
994,development,404727
995,development,405471
996,development,405746
997,development,405995
998,development,406311
999,development,406416
1000,development,406974
1001,development,408112
1002,development,409662
1003,development,410739
1004,development,411197
1005,development,412407
1006,development,412654
1007,development,413984
1008,development,414958
1009,development,415716
1010,final_holdout,415760
1011,development,416007
1012,final_holdout,416314
1013,development,416654
1014,development,417462
1015,development,418065
1016,final_holdout,418325
1017,development,420604
1018,final_holdout,421205
1019,development,422070
1020,development,422752
1021,development,423314
1022,development,423317
1023,final_holdout,423871
1024,development,425747
1025,development,425808
1026,final_holdout,425817
1027,development,425820
1028,development,426650
1029,development,426838
1030,development,427536
1031,development,427704
1032,development,427773
1033,development,429038
1034,development,429494
1035,development,430357
1036,development,431071
1037,development,432004
1038,development,432232
1039,final_holdout,432319
1040,development,432870
1041,development,433531
1042,development,433755
1043,development,433939
1044,development,434094
1045,development,434192
1046,development,434353
1047,final_holdout,434646
1048,development,435245
1049,development,435803
1050,development,437562
1051,final_holdout,437967
1052,final_holdout,438703
1053,development,439857
1054,development,440057
1055,development,440509
1056,development,441000
1057,final_holdout,441181
1058,final_holdout,441255
1059,final_holdout,442012
1060,development,442143
1061,development,442183
1062,final_holdout,442456
1063,development,443108
1064,development,443288
1065,development,443452
1066,development,444117
1067,development,444408
1068,development,444784
1069,development,444926
1070,development,445065
1071,development,445125
1072,development,445889
1073,development,446045
1074,development,446145
1075,development,446247
1076,final_holdout,446357
1077,development,446856
1078,final_holdout,447007
1079,development,447759
1080,final_holdout,447782
1081,development,447790
1082,development,465599
1083,development,465730
1084,final_holdout,466037
1085,final_holdout,466800
1086,development,466810
1087,development,466959
1088,development,466973
1089,development,467035
1090,development,467292
1091,development,467756
1092,final_holdout,468021
1093,development,468792
1094,final_holdout,468949
1095,final_holdout,469683
1096,development,470318
1097,development,470653
1098,development,471219
1099,development,471525
1100,final_holdout,472182
1101,development,472348
1102,development,472586
1103,development,473095
1104,development,473328
1105,development,475078
1106,development,475095
1107,development,475460
1108,final_holdout,475688
1109,development,475901
1110,development,476037
1111,development,476201
1112,development,476297
1113,development,476369
1114,final_holdout,476457
1115,development,476596
1116,final_holdout,476709
1117,final_holdout,476710
1118,development,476783
1119,development,476855
1120,development,476859
1121,development,477009
1122,development,477011
1123,final_holdout,477164
1124,development,477167
1125,development,477734
1126,final_holdout,477835
1127,final_holdout,478317
1128,development,478444
1129,development,478718
1130,development,478792
1131,development,478873
1132,development,479060
1133,development,479171
1134,development,479343
1135,development,479516
1136,development,479519
1137,development,480382
1138,development,480458
1139,development,480507
1140,development,480554
1141,development,480650
1142,development,480815
1143,development,481010
1144,development,481143
1145,development,481580
1146,development,481607
1147,final_holdout,482467
1148,development,482710
1149,final_holdout,482766
1150,development,482945
1151,development,483064
1152,development,483074
1153,development,483109
1154,development,483243
1155,development,483309
1156,development,483371
1157,final_holdout,483411
1158,development,483479
1159,development,483952
1160,development,484039
1161,development,484135
1162,development,484161
1163,development,484768
1164,development,484885
1165,development,484933
1166,development,485399
1167,development,485568
1168,development,485630
1169,development,485782
1170,development,486099
1171,development,486282
1172,final_holdout,486391
1173,development,486521
1174,development,486650
1175,development,486656
1176,development,487329
1177,development,487646
1178,development,488185
1179,development,488364
1180,development,488425
1181,final_holdout,488477
1182,development,488863
1183,development,489251
1184,development,490152
1185,development,490514
1186,development,492182
1187,final_holdout,492240
1188,development,492590
1189,development,492946
1190,development,493186
1191,development,493377
1192,development,493451
1193,development,493515
1194,development,493773
1195,final_holdout,493912
1196,development,493958
1197,development,494095
1198,development,494278
1199,development,494304
1200,development,494673
1201,development,494786
1202,development,494838
1203,development,494840
1204,development,494927
1205,final_holdout,495324
1206,development,495674
1207,final_holdout,495856
1208,final_holdout,495875
1209,development,495913
1210,development,496041
1211,development,496070
1212,development,496220
1213,development,496243
1214,development,496674
1215,development,497088
1216,development,497278
1217,development,497280
1218,final_holdout,497468
1219,final_holdout,497607
1220,development,497793
1221,development,498065
1222,development,498131
1223,development,498175
1224,development,498296
1225,final_holdout,498371
1226,final_holdout,498455
1227,development,498967
1228,development,499027
1229,development,499067
1230,development,499118
1231,development,499380
1232,development,499387
1233,development,499483
1234,development,499511
1235,final_holdout,499891
1236,development,499931
1237,development,500507
1238,development,500585
1239,development,500659
1240,development,500719
1241,development,500791
1242,development,500815
1243,development,500819
1244,development,500836
1245,development,500958
1246,development,501008
1247,final_holdout,501432
1248,final_holdout,501550
1249,development,501879
1250,development,501955
1251,development,502088
1252,final_holdout,502131
1253,development,502441
1254,final_holdout,502604
1255,final_holdout,502694
1256,development,502713
1257,development,502717
1258,development,502872
1259,development,503353
1260,development,503390
1261,development,503491
1262,final_holdout,503509
1263,final_holdout,503878
1264,final_holdout,504014
1265,development,504021
1266,development,504028
1267,final_holdout,504102
1268,development,504936
1269,development,505376
1270,development,505417
1271,development,505595
1272,development,505606
1273,development,505694
1274,final_holdout,505871
1275,development,505959
1276,development,505961
1277,development,506233
1278,development,506360
1279,development,506650
1280,development,506753
1281,final_holdout,507184
1282,development,507359
1283,development,507817
1284,development,508452
1285,development,508537
1286,development,508662
1287,development,508668
1288,final_holdout,509226
1289,final_holdout,509737
1290,development,509768
1291,development,509797
1292,development,509901
1293,development,509926
1294,development,510141
1295,development,510492
1296,final_holdout,510556
1297,development,510756
1298,final_holdout,510845
1299,development,511050
1300,development,511067
1301,development,511306
1302,development,511459
1303,final_holdout,511474
1304,development,511515
1305,development,511524
1306,development,511527
1307,development,511693
1308,development,512070
1309,development,512180
1310,development,512242
1311,development,512468
1312,development,512805
1313,development,512883
1314,development,512911
1315,development,512929
1316,final_holdout,512995
1317,development,513005
1318,development,513093
1319,development,513210
1320,development,513315
1321,development,513733
1322,development,513757
1323,development,513881
1324,development,514140
1325,development,514951
1326,final_holdout,514981
1327,development,514987
1328,final_holdout,515035
1329,development,515105
1330,development,515130
1331,development,515311
1332,development,515474
1333,development,515497
1334,development,515959
1335,development,516057
1336,final_holdout,516432
1337,development,516456
1338,development,516475
1339,development,516495
1340,development,516529
1341,development,516776
1342,final_holdout,516841
1343,development,517043
1344,development,517175
1345,development,517474
1346,final_holdout,517617
1347,development,517778
1348,development,517853
1349,development,517890
1350,development,518189
1351,final_holdout,518469
1352,development,518876
1353,development,518879
1354,development,518904
1355,development,518970
1356,development,519012
1357,development,519222
1358,development,519387
1359,development,519602
1360,development,519800
1361,development,520836
1362,development,521069
1363,development,521081
1364,final_holdout,521096
1365,development,521394
1366,development,521430
1367,development,521496
1368,final_holdout,521764
1369,development,521903
1370,final_holdout,522090
1371,development,522249
1372,final_holdout,522302
1373,development,522373
1374,development,522383
1375,development,522512
1376,development,523012
1377,development,523596
1378,development,523630
1379,final_holdout,523672
1380,development,523966
1381,development,524101
1382,development,524171
1383,development,524452
1384,development,524598
1385,final_holdout,525501
1386,development,525520
1387,final_holdout,525679
1388,development,525683
1389,development,525797
1390,development,525869
1391,development,525942
1392,development,526200
1393,development,526370
1394,development,526506
1395,development,527020
1396,development,527164
1397,development,527227
1398,development,527313
1399,final_holdout,527343
1400,final_holdout,527382
1401,development,527400
1402,development,527659
1403,development,527886
1404,development,527980
1405,development,528161
1406,development,528175
1407,development,528220
1408,development,528250
1409,development,528261
1410,development,528353
1411,development,528649
1412,final_holdout,528698
1413,development,528904
1414,development,528918
1415,final_holdout,529065
1416,development,529174
1417,development,529212
1418,development,529383
1419,final_holdout,529446
1420,development,529452
1421,development,529502
1422,development,530065
1423,development,530153
1424,development,530226
1425,development,530266
1426,development,530493
1427,development,530669
1428,development,530987
1429,development,531027
1430,development,531205
1431,development,531235
1432,development,531427
1433,development,531428
1434,development,531464
1435,development,531569
1436,development,531573
1437,development,531634
1438,development,531689
1439,development,532034
1440,development,532140
1441,development,532142
1442,development,532317
1443,development,532396
1444,development,532500
1445,development,532512
1446,final_holdout,532534
1447,development,532584
1448,final_holdout,532665
1449,development,532668
1450,development,532710
1451,development,532839
1452,development,532886
1453,development,532950
1454,development,533324
1455,development,533347
1456,final_holdout,533365
1457,development,533545
1458,development,533697
1459,development,533722
1460,development,533839
1461,development,533846
1462,development,533969
1463,final_holdout,533996
1464,development,534051
1465,development,534086
1466,development,534343
1467,development,534360
1468,development,534373
1469,development,534432
1470,final_holdout,534530
1471,development,534652
1472,development,534698
1473,development,534709
1474,development,534744
1475,development,534765
1476,development,534908
1477,development,534983
1478,development,534991
1479,development,535012
1480,development,535140
1481,final_holdout,535145
1482,development,535152
1483,development,535155
1484,development,535269
1485,development,535278
1486,development,535328
1487,development,535396
1488,final_holdout,535407
1489,final_holdout,535468
1490,final_holdout,535530
1491,development,535605
1492,development,535618
1493,development,535755
1494,development,535760
1495,development,535773
1496,development,535778
1497,development,535800
1498,development,535807
1499,development,535820
1500,development,536050
1501,development,536112
1502,final_holdout,536188
1503,final_holdout,536189
1504,development,536203
1505,development,536205
1506,development,536216
1507,final_holdout,536243
1508,development,536270
1509,final_holdout,536442
1510,final_holdout,536452
1511,final_holdout,536510
1512,final_holdout,536519
1513,development,536551
1514,final_holdout,536722
1515,final_holdout,536726
1516,development,536856
1517,final_holdout,536900
1518,development,537162
1519,development,537193
1520,final_holdout,537255
1521,development,537259
1522,development,537320
1523,development,537342
1524,final_holdout,537392
1525,development,537414
1526,development,537433
1527,final_holdout,537434
1528,development,537464
1529,development,537473
1530,development,537488
1531,final_holdout,537558
1532,final_holdout,537572
1533,development,537584
1534,development,537676
1535,development,537679
1536,final_holdout,537688
1537,development,537704
1538,development,537844
1539,development,537875
1540,development,537898
1541,final_holdout,537905
1542,development,538138
1543,development,538196
1544,development,538221
1545,development,538232
1546,development,538897
1547,development,538942
1548,development,538987
1549,development,539056
1550,development,539232
1551,development,539253
1552,development,539265
1553,development,539303
1554,development,539345
1555,development,539365
1556,development,539385
1557,development,539416
1558,development,539418
1559,development,539426
1560,development,539558
1561,development,539572
1562,development,539710
1563,development,539737
1564,final_holdout,539891
1565,development,539962
1566,development,540055
1567,development,540122
1568,final_holdout,540184
1569,development,540511
1570,development,540513
1571,development,540530
1572,development,540607
1573,development,540614
1574,development,540656
1575,development,540750
1576,development,540780
1577,development,540787
1578,development,540826
1579,development,540918
1580,development,541013
1581,development,541048
1582,development,541073
1583,development,541113
1584,development,541196
1585,development,541231
1586,development,541232
1587,development,541363
1588,final_holdout,541523
1589,development,541697
1590,development,541706
1591,development,541763
1592,development,541764
1593,final_holdout,541794
1594,development,541803
1595,development,541808
1596,final_holdout,541822
1597,development,541832
1598,development,541838
1599,development,541884
1600,development,541973
1601,development,542010
1602,development,542012
1603,development,542084
1604,development,542115
1605,development,542172
1606,development,542259
1607,development,542260
1608,final_holdout,542291
1609,development,542396
1610,development,542543
1611,final_holdout,542613
1612,development,542622
1613,development,542663
1614,development,542687
1615,development,542692
1616,development,542745
1617,final_holdout,542748
1618,final_holdout,542991
1619,development,543124
1620,development,543140
1621,development,543165
1622,development,543180
1623,development,543351
1624,development,543356
1625,development,543408
1626,development,543465
1627,development,543473
1628,development,543533
1629,development,543630
1630,development,543719
1631,development,543853
1632,final_holdout,543864
1633,development,543926
1634,development,543970
1635,final_holdout,544017
1636,development,544186
1637,final_holdout,544351
1638,development,544408
1639,final_holdout,544444
1640,development,544455
1641,development,544500
1642,development,544519
1643,development,544532
1644,development,544627
1645,development,544632
1646,development,544639
1647,development,544642
1648,development,544741
1649,development,544848
1650,development,544859
1651,development,544881
1652,development,544890
1653,development,544978
1654,development,544989
1655,development,545041
1656,development,545072
1657,development,545191
1658,development,545223
1659,development,545240
1660,development,545340
1661,development,545376
1662,development,545381
1663,development,545392
1664,development,545480
1665,development,545521
1666,final_holdout,545658
1667,final_holdout,545697
1668,development,545702
1669,development,545725
1670,final_holdout,545780
1671,development,545803
1672,final_holdout,546019
1673,final_holdout,546052
